HS,FM,GM,diff_import,diff_imposs,country
4.666666666666667,1.0,6.0,5.0,2.0,Spain
4.333333333333333,2.0,4.0,4.0,2.0,Spain
3.6666666666666665,2.0,5.0,3.0,2.0,Spain
4.0,2.0,4.0,3.5,2.5,Spain
4.0,4.0,3.0,3.0,1.0,Spain
4.666666666666667,1.5,5.0,5.0,1.5,Spain
4.0,4.5,3.0,2.5,2.5,Spain
3.0,4.0,3.0,3.5,4.0,Spain
6.0,3.0,4.0,3.0,3.0,Spain
4.0,2.0,5.5,3.0,3.0,Spain
2.6666666666666665,2.0,4.0,3.0,3.0,Spain
3.6666666666666665,3.0,3.5,2.0,2.0,Spain
3.3333333333333335,3.5,3.5,4.0,5.0,Spain
3.0,1.0,6.0,4.0,4.0,Spain
4.666666666666667,2.5,4.5,3.5,3.0,Spain
4.0,4.0,4.0,5.0,2.0,Spain
2.6666666666666665,1.5,5.5,4.5,2.5,Spain
5.0,1.0,5.5,2.5,2.0,Spain
3.6666666666666665,2.5,3.5,3.0,4.0,Spain
3.3333333333333335,1.5,5.5,4.0,1.0,Spain
3.6666666666666665,1.0,6.0,6.0,1.0,Spain
2.0,5.0,2.5,2.5,3.0,Spain
4.0,2.5,4.5,3.5,2.5,Spain
6.0,1.0,4.0,1.5,1.0,Spain
3.0,2.0,5.5,4.0,4.0,Spain
5.333333333333333,3.0,2.0,3.0,3.0,Spain
3.6666666666666665,2.0,4.0,3.5,6.0,Spain
2.3333333333333335,5.0,1.5,3.0,2.5,Spain
4.666666666666667,2.5,4.0,2.5,4.0,Spain
4.0,3.5,2.5,3.5,3.0,Spain
5.333333333333333,2.0,4.5,2.5,3.5,Spain
2.6666666666666665,2.5,5.0,3.5,2.0,Spain
3.6666666666666665,1.5,4.5,4.5,2.0,Spain
3.3333333333333335,1.0,6.0,3.5,1.0,Spain
4.333333333333333,2.0,5.5,1.5,3.5,Spain
6.0,1.5,5.0,2.0,2.0,Spain
2.0,4.5,4.0,2.0,4.0,Spain
2.0,2.5,4.0,4.0,4.0,Spain
4.666666666666667,3.5,4.5,4.0,2.0,Spain
4.666666666666667,2.5,3.5,3.0,2.5,Spain
5.666666666666667,4.0,4.0,3.5,3.0,Spain
4.666666666666667,2.0,4.5,4.0,1.0,Spain
3.0,2.5,4.0,4.0,3.0,Spain
3.3333333333333335,1.0,4.5,5.0,2.5,Spain
3.6666666666666665,4.0,3.0,4.5,1.0,Spain
3.6666666666666665,3.0,4.5,4.5,3.0,Spain
2.6666666666666665,4.0,3.0,4.0,2.0,Spain
4.0,3.5,4.5,4.0,2.0,Spain
2.6666666666666665,1.0,5.0,3.0,1.5,Spain
4.0,2.5,4.0,4.5,2.5,Spain
1.3333333333333333,4.5,2.0,3.5,4.5,Spain
4.0,1.5,5.0,3.0,2.5,Spain
1.0,3.0,4.0,2.0,2.0,Spain
3.3333333333333335,4.0,4.5,4.0,4.5,Spain
3.3333333333333335,2.5,5.0,4.5,2.0,Spain
4.666666666666667,4.0,4.0,4.0,2.5,Spain
4.333333333333333,4.0,2.5,4.0,3.0,Spain
1.0,4.5,3.0,4.0,2.0,Spain
2.6666666666666665,3.0,4.0,4.5,3.5,Spain
3.6666666666666665,2.5,4.0,3.0,3.0,Spain
4.0,3.0,4.5,3.5,3.5,Spain
2.6666666666666665,2.0,4.5,3.0,2.5,Spain
3.6666666666666665,4.5,3.0,2.5,5.0,Spain
3.0,4.0,3.0,3.0,4.0,Spain
3.3333333333333335,2.0,4.0,1.5,3.5,Spain
4.666666666666667,2.0,4.0,2.5,1.0,Spain
3.0,1.5,6.0,5.5,4.0,Spain
4.0,4.5,2.5,2.5,2.0,Spain
4.666666666666667,2.5,4.5,4.0,2.5,Spain
2.6666666666666665,4.0,3.0,4.0,3.0,Spain
3.6666666666666665,3.5,3.0,2.0,1.5,Spain
2.0,6.0,1.0,2.5,1.0,Spain
4.333333333333333,5.0,2.0,2.0,4.5,Spain
3.3333333333333335,3.0,4.0,2.5,3.0,Spain
3.0,1.5,4.0,2.5,3.0,Spain
4.0,3.0,5.5,4.0,3.5,Spain
3.3333333333333335,2.5,3.0,2.0,3.0,Spain
4.333333333333333,2.0,6.0,5.0,1.0,Spain
3.3333333333333335,4.0,3.5,4.0,3.5,Spain
5.0,5.0,1.0,2.5,4.5,Spain
5.333333333333333,1.5,4.5,3.5,1.0,Spain
3.0,3.5,4.0,4.0,3.5,Spain
4.0,3.0,3.5,2.5,1.5,Spain
3.0,2.5,3.5,2.5,2.0,Spain
4.0,3.0,4.0,3.5,2.0,Spain
3.6666666666666665,1.5,3.0,3.0,3.5,Spain
4.0,2.0,4.0,3.5,3.0,UK
4.0,3.0,3.5,2.5,2.0,UK
5.333333333333333,3.0,2.0,3.0,1.5,UK
4.0,1.0,5.0,4.5,2.5,UK
4.666666666666667,4.0,3.5,5.0,1.5,UK
4.666666666666667,2.0,5.0,3.5,2.0,UK
4.666666666666667,2.0,3.5,4.0,1.5,UK
4.0,2.5,4.5,4.5,2.5,UK
3.3333333333333335,2.0,4.5,3.5,1.5,UK
4.0,4.0,4.0,4.0,1.5,UK
1.6666666666666667,2.0,4.0,4.0,1.5,UK
3.0,4.0,3.0,2.0,1.5,UK
3.0,2.0,4.0,4.0,1.0,UK
4.333333333333333,4.0,4.0,4.5,3.5,UK
2.6666666666666665,3.0,4.0,3.5,2.0,UK
4.0,3.5,4.0,3.0,2.0,UK
4.0,4.0,4.5,4.0,4.0,UK
3.6666666666666665,1.0,6.0,4.5,2.0,UK
3.3333333333333335,4.0,3.0,5.0,2.0,UK
3.6666666666666665,4.0,4.0,4.5,4.0,UK
5.333333333333333,2.0,5.0,4.0,2.0,UK
3.3333333333333335,1.0,5.5,2.5,2.0,UK
3.6666666666666665,3.5,3.5,3.5,4.0,UK
3.0,3.5,2.5,3.5,2.0,UK
2.6666666666666665,3.0,4.0,3.5,3.5,UK
4.666666666666667,2.0,5.0,3.0,1.5,UK
4.0,3.0,3.5,3.0,3.5,UK
3.6666666666666665,3.0,3.0,3.0,3.5,UK
4.0,4.5,2.0,3.5,2.5,UK
4.0,1.5,6.0,5.0,2.5,UK
3.6666666666666665,4.0,4.5,4.0,4.0,UK
1.6666666666666667,2.0,3.0,4.0,1.0,UK
2.0,2.5,3.5,3.0,4.5,UK
5.0,2.5,3.5,4.5,1.5,UK
2.3333333333333335,2.5,4.0,4.5,5.5,UK
2.6666666666666665,5.0,2.0,3.0,2.5,UK
3.6666666666666665,1.0,6.0,5.0,1.5,UK
2.6666666666666665,4.5,3.0,4.5,5.5,UK
2.6666666666666665,3.5,2.5,5.0,1.5,UK
2.6666666666666665,5.0,2.0,3.0,2.5,UK
4.333333333333333,3.5,4.5,2.5,3.0,UK
3.6666666666666665,2.5,3.5,3.0,3.0,UK
4.333333333333333,4.0,3.5,2.5,2.0,UK
1.0,6.0,2.0,4.5,2.0,UK
3.3333333333333335,4.0,3.0,4.0,3.0,UK
3.3333333333333335,3.5,3.0,4.0,1.0,UK
3.3333333333333335,2.0,4.0,4.0,2.5,UK
3.3333333333333335,2.0,4.0,2.5,2.5,UK
2.6666666666666665,3.0,4.0,3.5,2.0,UK
3.6666666666666665,1.0,5.0,4.0,2.5,UK
5.0,1.5,5.5,5.5,1.0,UK
5.0,3.0,4.0,3.0,1.0,UK
1.6666666666666667,2.5,4.0,5.0,3.0,UK
2.6666666666666665,4.5,3.0,3.0,2.0,UK
4.0,2.0,6.0,6.0,1.5,UK
4.0,3.0,3.0,3.5,2.5,UK
4.333333333333333,2.5,3.5,3.5,3.0,UK
4.666666666666667,4.0,4.0,4.5,4.0,UK
1.3333333333333333,3.5,1.5,6.0,2.0,UK
3.6666666666666665,3.0,3.0,3.5,3.0,UK
1.6666666666666667,2.0,4.0,5.0,2.0,UK
5.666666666666667,3.5,3.5,4.0,3.0,UK
1.0,3.0,4.0,3.5,3.5,UK
6.0,3.0,4.0,3.0,1.5,UK
2.6666666666666665,3.0,3.5,3.5,3.5,UK
4.0,4.0,3.5,6.0,1.5,UK
3.3333333333333335,1.5,4.5,4.0,1.5,UK
4.0,4.0,2.5,3.0,3.0,UK
1.0,1.0,6.0,2.5,1.0,UK
3.3333333333333335,2.0,4.5,4.0,2.5,UK
4.666666666666667,1.0,5.5,5.0,2.5,UK
2.6666666666666665,1.0,5.0,3.0,1.5,UK
4.333333333333333,2.0,4.5,4.0,2.5,UK
6.0,1.5,3.5,4.5,2.0,UK
4.666666666666667,1.0,5.0,5.0,1.5,UK
3.0,3.0,3.5,2.5,4.0,UK
2.6666666666666665,5.5,1.0,3.0,4.5,UK
2.6666666666666665,2.5,3.0,5.0,2.0,UK
4.666666666666667,4.5,5.0,4.5,5.0,UK
3.3333333333333335,3.0,3.0,3.5,1.0,UK
2.6666666666666665,3.0,4.0,4.0,2.5,UK
3.3333333333333335,2.5,4.5,3.0,2.5,UK
3.6666666666666665,1.5,3.5,4.5,1.5,UK
1.6666666666666667,1.0,5.5,4.0,3.0,UK
4.0,2.0,4.5,4.5,2.5,UK
4.0,2.0,4.5,6.0,1.5,UK
1.6666666666666667,4.5,2.0,4.0,1.5,UK
3.3333333333333335,3.0,3.5,2.0,4.0,UK
2.3333333333333335,5.0,3.0,2.0,3.0,UK
4.0,1.0,6.0,4.5,1.0,UK
3.0,2.0,5.0,2.5,2.0,UK
3.0,1.0,5.5,2.0,2.5,UK
1.0,3.0,3.5,3.0,2.5,UK
3.3333333333333335,2.0,4.5,3.0,1.5,UK
2.3333333333333335,4.5,2.0,2.5,1.5,UK
1.6666666666666667,4.0,3.0,4.0,2.5,UK
2.6666666666666665,1.5,5.5,4.5,1.5,UK
5.333333333333333,1.0,6.0,3.5,1.0,UK
4.333333333333333,1.0,6.0,6.0,1.0,UK
1.6666666666666667,3.0,6.0,3.5,2.5,UK
3.0,3.0,4.0,4.5,3.0,UK
3.0,1.0,3.5,5.5,1.0,UK
3.0,2.0,5.0,3.5,2.0,UK
1.6666666666666667,2.0,5.0,3.0,1.0,UK
2.6666666666666665,3.5,3.0,4.0,2.5,UK
2.3333333333333335,4.0,3.0,2.5,1.0,UK
5.333333333333333,1.0,5.0,3.5,1.0,UK
1.3333333333333333,5.0,3.5,5.0,3.0,UK
2.3333333333333335,3.0,3.0,2.5,3.0,UK
3.6666666666666665,2.0,5.0,3.0,4.0,UK
2.3333333333333335,3.0,3.5,4.0,2.0,UK
3.3333333333333335,1.5,4.0,2.0,2.0,UK
5.333333333333333,1.5,5.5,4.5,3.0,UK
4.666666666666667,2.5,5.0,2.0,2.0,UK
4.666666666666667,3.0,6.0,4.0,1.5,UK
5.0,2.0,5.0,2.5,1.5,UK
4.333333333333333,3.0,3.5,5.0,2.0,UK
1.6666666666666667,1.5,5.5,4.5,2.5,UK
3.6666666666666665,2.5,5.0,4.0,2.5,UK
3.6666666666666665,2.0,5.0,4.5,2.0,UK
4.333333333333333,1.0,6.0,5.0,1.0,USA
5.0,2.0,5.0,2.5,3.5,USA
5.0,4.0,2.0,4.0,1.5,USA
4.666666666666667,2.0,3.5,2.5,1.0,USA
3.6666666666666665,2.5,4.0,3.5,2.5,USA
2.0,1.0,6.0,4.0,1.0,USA
4.333333333333333,2.0,6.0,5.5,2.0,USA
5.0,2.0,4.0,3.5,1.0,USA
3.3333333333333335,5.0,3.5,4.0,2.0,USA
2.0,2.0,4.5,3.5,1.0,USA
2.3333333333333335,3.0,5.0,5.0,2.0,USA
2.6666666666666665,2.5,5.0,3.0,1.0,USA
2.3333333333333335,3.0,3.5,2.5,2.5,USA
3.6666666666666665,3.0,3.5,3.5,3.5,USA
3.6666666666666665,2.5,4.5,4.0,2.5,USA
4.333333333333333,5.0,5.0,5.0,4.5,USA
3.0,2.5,4.0,4.0,2.0,USA
4.666666666666667,2.0,5.0,2.5,1.5,USA
5.333333333333333,5.0,5.5,5.0,3.0,USA
2.3333333333333335,5.5,1.0,3.5,4.0,USA
4.333333333333333,4.0,3.5,1.5,3.0,USA
3.6666666666666665,4.0,2.5,4.0,3.0,USA
4.0,3.5,4.0,5.0,4.5,USA
3.0,2.0,5.0,3.5,3.5,USA
4.333333333333333,2.5,4.5,4.0,1.0,USA
5.0,1.0,6.0,3.5,1.0,USA
4.0,3.5,3.5,4.5,4.0,USA
3.3333333333333335,1.5,5.0,4.0,2.5,USA
4.666666666666667,2.0,5.0,2.5,2.0,USA
2.6666666666666665,3.5,5.5,5.0,1.5,USA
3.6666666666666665,1.0,5.0,4.0,1.0,USA
2.6666666666666665,3.0,4.0,4.0,3.5,USA
5.333333333333333,5.0,5.0,6.0,5.5,USA
3.0,1.0,6.0,5.5,1.0,USA
4.333333333333333,2.0,4.0,4.0,3.0,USA
1.3333333333333333,1.5,4.0,1.5,1.5,USA
1.6666666666666667,1.0,6.0,6.0,1.0,USA
2.3333333333333335,2.0,4.0,3.5,1.5,USA
2.3333333333333335,1.0,6.0,1.5,1.0,USA
4.0,1.5,5.5,5.0,1.5,USA
4.333333333333333,2.5,4.0,3.0,3.0,USA
3.3333333333333335,4.0,4.0,4.5,4.0,USA
1.3333333333333333,1.5,5.5,3.5,2.0,USA
3.0,2.0,4.5,2.5,4.0,USA
1.0,4.5,2.0,5.0,3.5,USA
3.3333333333333335,3.5,3.0,4.5,2.0,USA
3.6666666666666665,4.0,4.0,4.0,4.0,USA
4.333333333333333,2.0,4.0,3.0,3.0,USA
4.666666666666667,4.0,5.5,4.0,2.0,USA
2.6666666666666665,2.0,4.0,4.5,1.0,USA
3.0,2.0,4.5,5.5,2.5,USA
2.0,5.0,2.0,2.0,2.0,USA
4.0,3.0,5.0,4.0,2.0,USA
2.6666666666666665,2.0,4.5,3.0,1.5,USA
3.6666666666666665,4.0,3.5,5.0,3.0,USA
2.6666666666666665,2.0,5.0,4.5,2.5,USA
3.0,2.5,3.5,2.5,3.0,USA
2.6666666666666665,3.0,3.0,3.5,2.0,USA
4.0,1.0,6.0,5.0,1.0,USA
2.3333333333333335,2.0,4.0,3.0,3.5,USA
1.3333333333333333,3.0,3.5,4.0,2.5,USA
6.0,1.0,3.5,5.5,1.0,USA
5.666666666666667,2.5,4.0,4.5,1.5,USA
4.333333333333333,4.0,5.5,4.5,2.5,USA
5.0,1.0,4.5,4.5,2.0,USA
5.0,1.0,6.0,5.0,1.0,USA
2.3333333333333335,2.0,4.5,2.0,3.0,USA
4.0,2.5,3.5,4.5,1.5,USA
5.333333333333333,1.5,5.0,4.0,1.0,USA
3.3333333333333335,3.0,4.0,3.5,3.5,USA
3.6666666666666665,3.0,5.0,4.0,4.0,USA
2.0,2.0,5.5,5.0,1.0,USA
4.666666666666667,2.0,5.0,5.0,2.0,USA
4.333333333333333,3.0,3.0,4.0,2.0,USA
4.0,4.5,4.0,5.0,4.5,USA
1.3333333333333333,1.0,5.0,5.0,4.5,USA
3.0,5.0,2.0,5.0,1.0,USA
3.3333333333333335,2.0,5.0,4.5,2.0,USA
4.0,2.0,5.0,4.5,4.0,USA
3.6666666666666665,2.5,4.5,5.0,3.5,USA
3.6666666666666665,2.0,4.5,4.0,2.0,USA
3.0,3.5,2.5,2.5,1.5,USA
2.6666666666666665,6.0,1.0,4.5,1.5,USA
3.6666666666666665,3.5,4.5,4.5,3.0,USA
4.666666666666667,2.5,4.5,4.0,1.0,USA
1.6666666666666667,5.0,1.5,3.0,4.0,USA
2.3333333333333335,2.0,5.0,3.0,2.0,USA
3.0,3.0,3.0,4.0,4.0,USA
5.666666666666667,2.0,5.0,3.5,3.0,USA
5.0,3.5,5.0,5.0,2.0,USA
6.0,6.0,1.0,4.0,6.0,USA
6.0,1.0,6.0,2.5,1.0,USA
1.6666666666666667,1.0,6.0,3.0,1.0,USA
2.3333333333333335,2.0,5.0,3.0,2.0,USA
5.333333333333333,1.0,4.5,5.0,1.0,USA
2.3333333333333335,1.5,5.5,5.0,2.5,USA
5.0,2.0,3.5,4.5,1.5,USA
5.0,2.0,5.0,3.0,2.0,USA
2.3333333333333335,4.0,2.5,4.0,3.0,USA
3.3333333333333335,1.0,6.0,6.0,3.0,USA
3.3333333333333335,1.0,6.0,5.0,1.0,USA
5.333333333333333,1.0,5.0,4.0,2.0,USA
1.6666666666666667,5.0,2.0,2.0,5.0,USA
3.0,3.0,5.0,3.5,2.5,USA
4.0,6.0,1.0,4.5,1.0,USA
3.0,1.0,5.0,3.5,3.0,USA
3.3333333333333335,3.0,3.0,3.0,3.0,USA
2.3333333333333335,2.0,3.5,4.0,2.5,USA
5.333333333333333,4.0,4.0,4.5,1.5,USA
6.0,2.0,3.5,5.5,3.5,USA
5.0,1.0,6.0,4.5,1.0,USA
3.3333333333333335,4.5,3.5,3.5,4.0,USA
4.333333333333333,3.0,3.0,4.5,3.0,USA
3.3333333333333335,3.0,4.0,5.0,1.0,USA
2.6666666666666665,1.0,6.0,4.0,3.0,USA
4.0,2.0,5.0,4.5,1.0,USA
1.0,2.5,3.5,2.5,4.5,USA
3.3333333333333335,4.5,4.5,4.0,5.0,USA
4.333333333333333,3.0,3.0,4.0,2.5,USA
3.3333333333333335,2.5,4.0,2.0,5.0,USA
1.3333333333333333,1.0,6.0,1.0,1.5,USA
2.6666666666666665,1.0,6.0,5.0,1.0,USA
2.6666666666666665,5.0,1.0,4.0,1.0,USA
4.666666666666667,1.0,6.0,4.0,3.0,USA
4.333333333333333,4.5,4.0,4.5,4.0,USA
2.3333333333333335,1.0,6.0,3.0,2.5,USA
4.333333333333333,3.0,3.5,4.5,2.0,USA
5.0,1.0,6.0,4.5,1.5,USA
2.6666666666666665,1.5,4.5,4.0,1.5,USA
5.333333333333333,2.0,5.0,2.5,2.0,USA
4.333333333333333,3.0,3.0,3.5,2.0,USA
2.6666666666666665,2.0,6.0,4.0,2.0,USA
4.333333333333333,1.0,5.5,1.0,2.5,USA
4.333333333333333,6.0,6.0,6.0,6.0,USA
5.0,2.0,5.0,3.0,1.0,USA
4.333333333333333,1.5,4.5,4.0,4.0,USA
2.6666666666666665,2.0,5.0,3.0,1.0,USA
3.6666666666666665,1.0,6.0,5.0,1.0,USA
4.0,2.0,4.0,2.5,2.0,USA
3.6666666666666665,3.0,3.0,5.0,2.0,USA
6.0,1.0,6.0,1.0,1.0,USA
3.6666666666666665,3.0,4.0,3.5,4.0,USA
2.6666666666666665,4.0,2.0,2.0,2.5,USA
5.666666666666667,2.0,4.5,4.0,1.0,USA
3.6666666666666665,2.0,3.5,4.0,2.0,USA
4.333333333333333,3.5,5.0,4.0,2.0,USA
5.333333333333333,5.0,5.5,5.0,4.0,USA
4.0,1.5,5.0,3.5,2.0,USA
