ResponseId,PID,HS_1,HS_2,HS_3,FM_1,FM_2,GM_1,GM_2,Dif_import1,Dif_import2,Dif_impos1,Dif_impos2,Country,Age,Sex,Ethnicity,Language
R_1IyihTrPIVb1Uix,61475ceec9cea78cda3c01df,2,6,6,2,1,5,3,4,4,2,2,Mexico,23,Female,Mixed,Spanish
R_1BVCMoNdNUQfVOU,6106594a7d30207c31ae53fe,4,4,4,3,3,5,5,4,4,3,3,Mexico,19,Male,White,Spanish
R_00YRgfxpGtO81lD,613a6eb8932c145d01f03c62,4,5,5,4,2,5,6,5,5,5,2,Mexico,21,Male,Other,Spanish
R_2YrY2Nxho1FpK7t,613ac4fcfa4b7e01abd45dc7,1,4,6,1,2,5,5,3,4,2,4,Mexico,20,Female,Other,Spanish
R_2wQxCL3JnKgkkkY,601584d717cbb906851646b7,5,4,3,3,2,4,4,3,3,3,4,Mexico,23,Prefer not to say,Mixed,Spanish
R_1dFVnkgaTXdSWRm,617078af72ac57476fffaa1f,5,6,5,3,4,3,2,4,4,3,1,Mexico,25,Female,Mixed,Spanish
R_3kpQOQvrEsgqO1m,614e4293cc2629b9b02953b9,2,5,3,2,2,5,4,4,5,4,2,Mexico,25,Female,Other,Spanish
R_1F2jrvlvLXEFfAD,613a8cbb6c44fc553001c364,5,6,5,1,2,6,5,1,2,4,3,Mexico,29,Female,Other,Spanish
R_3JLCS5mFwEdzgM2,6130790d980414997f35c04c,1,6,5,1,2,6,5,5,5,3,3,Mexico,26,Female,White,Spanish
R_2fvaKe6ahWhs0kP,613af0bd1ff8c576ff8cafbe,4,4,5,4,5,4,4,4,5,5,4,Mexico,23,Male,White,Spanish
R_3fs2WH8iDNvnRpL,60b651381aa0911cce208974,5,4,6,4,4,3,3,4,4,2,4,Mexico,28,Female,White,Spanish
R_3QWCpVKmOiU1qCW,61663fc40608a8c8e6ac7d35,3,2,5,2,2,6,5,4,4,3,2,Mexico,23,Female,Mixed,Spanish
R_1pxqaCWzIJBLeKn,5fa7498a07f8c14ac2d2cf30,3,1,6,1,2,5,6,6,6,3,3,Mexico,21,Male,Black,Spanish
R_Xncu4OHgx6w3uQ9,616f423e8893bea6dd1e7f52,2,5,6,2,2,5,4,3,4,3,2,Mexico,22,Female,Mixed,Spanish
R_2CeRQV8YSquANFT,613c542c957161802d700fb2,6,6,2,2,2,6,6,3,5,4,4,Mexico,21,Female,Mixed,Spanish
R_2taitkyEaIHsIGk,5ee371a168a09104dc317158,6,6,2,6,1,6,6,3,5,1,1,Mexico,29,Male,Mixed,Spanish
R_OwWMUW3nMEChJmx,6043f909d14273455e5e7436,2,6,2,5,5,6,5,3,5,5,2,Mexico,23,Female,Mixed,Spanish
R_bHhi3g0LGcnDQ41,6013bc0e9807112845bb1556,5,3,4,3,4,1,2,4,3,1,1,Mexico,25,Female,Mixed,Spanish
R_25Nqent6Lib5SaF,61678183af5867c98652331a,1,5,5,4,4,2,2,1,4,3,3,Mexico,21,Female,White,Spanish
R_1d07HxgeIcmjdfK,600916bb92179b5ecc406460,3,5,4,4,4,4,4,5,5,4,5,Mexico,24,Male,Mixed,Spanish
R_sL6SNaYCJ1bmEUN,5ffab69a57132749844b8020,4,4,5,4,4,5,4,5,5,5,4,Mexico,22,Female,White,Spanish
R_sAMEf1lgAOQV74R,5fa318d8cbda73497645e374,3,5,6,2,2,5,4,3,4,2,3,Mexico,21,Male,Mixed,Spanish
R_tKwVYlXnLlmSpjP,6108139e89cc5e0bcc998019,4,6,6,2,2,6,5,4,6,1,3,Mexico,24,Female,Mixed,Spanish
R_2sX81fy1czIbhnn,613bb631e2916a1f44404656,3,6,6,2,2,5,5,4,5,2,1,Mexico,19,Male,White,Spanish
R_2B9RURpQ5xkFWHb,5aea8c59ae889e00018624c2,5,2,3,4,3,4,3,3,2,3,3,Mexico,28,Male,Mixed,Spanish
R_3h5Xc31POBgEXJw,614773b5dbd4c3cabeb14c29,2,2,2,2,4,4,5,2,2,2,2,Mexico,22,Female,Other,Spanish
R_3Mbw3Pw9DbKVk7F,5eb0cb5afb9e2418da928edb,4,4,4,4,5,3,4,5,5,1,2,Mexico,23,Male,Mixed,Spanish
R_2wO02PEZVf44epv,613963634f7f0c52aec905b1,2,5,5,3,4,3,4,4,6,1,1,Mexico,23,Female,Mixed,Spanish
R_1DupAHf2F2l8c4J,5e0b87eb58a5c73bdc9aa47b,1,3,4,5,4,5,4,4,4,3,4,Mexico,21,Male,Other,DATA_EXPIRED
R_2SHya9wJZAlgvmh,5e902a581baf783237598a3c,5,6,6,4,6,4,5,6,6,2,1,Mexico,38,Female,Other,Spanish
R_331D8vGD5WfZ5rd,5ff25479e1506a2621738db2,2,1,2,4,5,2,2,5,5,2,4,Mexico,21,Male,Mixed,Spanish
R_2vY53C5r9w0JDuc,600091ba38fa9b158243c79f,6,4,5,1,1,6,6,2,3,2,2,Mexico,21,Female,Mixed,Spanish
R_6hYmLdhzLW4ew0N,5a72b88ff1530b000103e021,1,4,1,2,2,6,5,4,4,3,3,Mexico,36,Male,White,"Spanish, English"
R_2CcYkzIEa3WWxyN,613abcb25093a4df1e5122dd,5,5,5,1,1,6,6,4,4,4,6,Mexico,21,Female,Other,Spanish
R_PMdzhvgrf90DTfr,613a645f7db17010e1c13dfa,6,6,6,1,1,6,4,2,4,2,5,Mexico,21,Female,Mixed,Spanish
R_1Nf94YEBMEAD8DG,5c19b6e25ead950001bdb5a8,1,5,4,3,2,5,6,3,6,4,2,Mexico,25,Male,Mixed,Spanish
R_3KIOAWogHJs2qKW,61171a54a45f9ffc236675db,3,3,4,5,4,3,4,4,4,3,3,Mexico,20,Female,Other,Spanish
R_24IsRTeuxz9P6dt,5cc86bb2e7d28d001962ddf4,1,3,2,1,1,5,6,1,1,1,1,Mexico,28,Male,Mixed,Spanish
R_3PaAtXq9AlJBc3b,5f28fc46a241c52993dca6a4,2,6,3,1,1,5,5,2,5,2,1,Mexico,25,Male,Other,English
R_3iCoLIFvgptH2Pq,613fcce335cef5218ce422ce,5,6,6,2,1,5,5,4,4,4,3,Mexico,22,Male,Other,Spanish
R_2cArVcXU4hcimOP,5edd2e458f29cfa351de300d,1,5,5,1,2,6,6,4,5,3,1,Mexico,24,Male,Mixed,Spanish
R_3oI3XK4tNxqZ3RX,613a8b3d246c0633e74ceff8,4,4,6,1,2,5,6,3,5,5,2,Mexico,20,Female,White,Spanish
R_3Ok4zUFqrgGnQHn,5f9a045da6c3431141e8339d,5,6,6,1,3,6,6,5,2,6,5,Mexico,21,Female,Other,Spanish
R_21jjPFJhyISpeY9,5ec1f52f74d69c62f8207c23,2,4,5,2,2,4,5,2,3,3,5,Mexico,26,Male,Mixed,Spanish
R_2BaNIvmc6395twR,5eb06d490b554111d40b842f,4,3,4,3,4,4,4,2,3,1,2,Mexico,33,Female,Other,Spanish
R_3hruH6oggxU4mA4,61393a7f7a0a888995a8d640,4,4,5,2,4,3,3,4,4,2,2,Mexico,22,Male,Mixed,Spanish
R_3qNKRf43KHqyn1L,61230876ad65890ff8619511,4,5,6,3,1,4,5,2,2,2,2,Mexico,37,Male,Mixed,Spanish
R_31mAN4XFA5P3ur8,6121bf2dcd62398f2607538e,2,4,3,2,3,3,4,3,3,3,5,Mexico,22,Male,Mixed,Spanish
R_2ScMPXldc4nCjVI,61075b217ce52432867755f1,3,5,5,2,2,5,5,4,4,2,2,Mexico,23,Female,Other,Spanish
R_1dmp5vUehHcPOX0,613fde0b34b0cbed4c9250ad,3,2,6,1,2,6,5,5,4,4,2,Mexico,22,Female,Mixed,Spanish
R_1C8SUSckFggc3NU,614d05f9b577ed47c8b6db75,5,3,5,2,1,5,5,2,3,2,2,Mexico,24,Female,Other,Spanish
R_3iR3IvjeoWcCVyC,61413300c9d2346cfb3d9ca5,4,3,4,1,2,6,4,2,1,1,1,Mexico,27,Female,Mixed,Spanish
R_2WOImTrG9YUg1O9,616f469494656434f5b4ebc6,3,5,4,3,2,5,5,5,5,4,5,Mexico,32,Male,Mixed,Spanish
R_1eylFGFeULvcKss,6092f21eb483692c6ea09303,5,3,4,1,2,6,5,3,5,2,3,Mexico,31,Male,Mixed,Spanish
R_OjQs96lSj1P8dvX,5f3089cba2052d4f14e10381,6,5,5,1,1,3,5,1,4,1,6,USA,24,Female,Other,Spanish
R_3g5749n0ENi42Um,5e66c226df642c0a74ef7b68,3,2,4,4,4,4,4,4,4,3,2,Scandinavia,23,Male,White,Danish
R_2QtAyVJlhSiLUSb,5e74b5b6a9d3b5000a99e644,4,4,5,3,5,3,2,1,3,3,3,Scandinavia,28,Female,White,Danish
R_3g583Zsoqdy8QKk,615e95f3e198fde2ed45798f,3,6,3,2,2,4,5,5,4,2,2,Scandinavia,19,Female,White,Danish
R_eVFEc6RCLrPRSIp,5cf1d063fc94fd0017196899,6,6,6,2,2,5,5,2,6,2,2,Scandinavia,23,Male,White,Danish
R_2VsGSzZtP5Lhmx3,60c07a36ba668880b8010450,2,3,4,5,5,5,2,4,4,2,2,Scandinavia,30,Male,White,Finnish
R_3J1VsAyOysoOZwU,59d40cd1c732930001d8896c,4,4,1,1,1,6,6,3,3,2,1,Scandinavia,23,Male,White,Finnish
R_1IRy7yNGii9xy5t,587905adc34844000174ee45,2,2,2,6,6,1,2,2,2,2,1,Scandinavia,36,Male,White,Finnish
R_2D2gSxXw5Drsb1x,5df207d4d62abe10cc967273,3,3,2,4,4,1,2,3,3,3,2,Scandinavia,36,Male,White,Finnish
R_22RkJzd9uF6QHO5,5cfa25054ccbd50001535f0c,2,2,3,4,2,4,4,4,1,1,1,Scandinavia,23,Male,White,Finnish
R_1hZsTPk6uSZUA58,608e8f033dfa4cde61c14def,1,2,2,2,2,6,4,3,3,2,2,Scandinavia,27,Male,White,Finnish
R_1gwDPemxMDKDhsW,5f37d0096c8c8f25965fed22,5,2,5,3,4,4,3,4,5,3,2,Scandinavia,27,Male,White,Finnish
R_24CrWCraEaNR08Q,59b39cd4c05bb50001eb3b81,3,3,5,2,2,3,3,3,5,3,2,Scandinavia,32,Male,White,Finnish
R_3RqJpViVdqiUmqq,600748a1b339b612f9da537f,4,5,3,4,4,3,3,3,2,4,4,Scandinavia,22,Male,White,Finnish
R_20VbzLEKQpLXM1J,6025814c49a39b0fdcb3bb9f,5,4,6,2,5,4,3,3,4,2,2,Scandinavia,25,Female,White,Finnish
R_1pLEOvCCbuj9TXl,613b71d4e06c3cff69748d72,3,3,2,3,3,4,2,3,4,3,1,Scandinavia,21,Female,Black,Somali
R_81tPya8hjXwAa2t,5e6800b21e7c82000b6d26f4,2,3,2,4,4,4,3,4,3,2,2,Scandinavia,27,Female,White,Swedish
R_2AECQVEYmMWv2q1,5de7a0d9555aef71eaf430cf,2,4,3,1,1,6,5,3,4,2,2,Scandinavia,30,Male,White,Finnish
R_XHE4zsZg9gnGLux,61600393e134331ea69d3bb1,3,2,3,1,1,6,6,5,4,1,1,Scandinavia,24,Male,White,Finnish
R_vlg9yIJVUdpBCUh,614079dd9cffe9801c9c30a1,5,4,2,1,1,5,6,1,1,1,1,Scandinavia,23,Male,White,Finnish
R_sF4Zmv9V09Gi6kx,60476abe1e9b3823e4b126d3,2,4,3,2,2,5,5,3,4,2,2,Scandinavia,23,Male,White,Swedish
R_3nxiw5udLoUHxj8,5ed8efe9b03f8c40d2bae5be,2,2,4,1,1,6,6,2,5,1,2,Scandinavia,23,Male,White,Finnish
R_2PosS1wDrlYRs6j,5f7dd36ff7b307043936d936,3,3,3,3,4,5,4,4,4,3,4,Scandinavia,24,Male,White,Finnish
R_2xJgSm3atAsVfMQ,60c9d8ae2ac803814af726f1,1,1,1,1,1,4,3,1,2,1,1,Scandinavia,41,Male,White,Finnish
R_3jU1r8fPaWGXifR,5bded47a73c8380001586d71,3,3,4,2,2,3,4,5,4,2,1,Scandinavia,28,Female,White,English
R_2qEFk7bMrU3uCcX,612b599d2a4b5bc201fea25b,3,5,4,4,5,2,2,3,3,4,4,Scandinavia,25,Male,White,Norwegian
R_3QGzEqEx498Jhxa,5f45893e33f053189fdceed7,5,6,3,2,2,4,4,5,5,2,1,Scandinavia,38,Male,White,Norwegian
R_BXFDjLUJgePk9Bn,5f12ee4ccce85027ff518ce9,5,2,4,5,5,2,2,2,3,4,3,Scandinavia,23,Male,White,Norwegian
R_1mXaJ0AWIiQjl23,5ecd08307d9ebc01c45545db,3,2,1,3,3,4,4,2,4,3,2,Scandinavia,23,Female,White,Norwegian
R_2q3POPkpFpZsc0x,5e35e1e5077089582bae3a34,4,5,5,2,3,3,5,5,5,2,1,Scandinavia,21,Male,White,Norwegian
R_YVu7subQQJNpE53,5ed2fdcb5353e829674f861e,1,1,1,2,3,4,4,4,4,4,2,Scandinavia,22,Male,White,Swedish
R_1Yt4zc2rFdaPuwx,58acbfacea3d11000170e99a,4,6,6,1,1,6,6,6,6,1,1,Scandinavia,38,Male,Asian,English
R_2zvU6kp4Rz6fSxt,60fb16142aac7c765267ed78,3,2,2,3,3,4,3,4,4,2,2,Scandinavia,25,Male,White,Swedish
R_2wp2Cn5DXmztrUN,5eb64825c23fbf5300fb5bd9,1,1,1,2,3,3,3,2,2,3,1,Scandinavia,28,Male,White,Swedish
R_2rMVsRODUblTgqx,5c46dd665aca820001f7d478,2,2,5,1,2,4,4,4,4,2,2,Scandinavia,22,Male,White,Swedish
R_3iRmLIWEJP8hJq9,6146a986c157a7f519b3835a,3,3,4,6,6,2,4,1,4,1,4,Scandinavia,25,Male,White,Serbian
R_3PtKTZj2qDF51Xf,5e2df2855e01ef3e5d01ab58,3,5,2,2,2,4,4,2,3,3,3,Scandinavia,29,Male,White,Swedish
R_3MAwq2XxS4NXNOn,5ea62c8bba2bb363b85cbbd2,1,1,1,1,2,5,5,2,2,2,2,Scandinavia,36,Male,White,Swedish
R_3mjyH3mbSLP64jn,5e738761c4c4982e6cb81e32,4,6,4,4,4,3,2,5,6,2,2,Scandinavia,24,Male,White,Swedish
R_2vdbDwACe1tRDBW,5f1fc5b5f0adf01ed9d74ba1,4,6,4,2,3,1,4,5,5,4,1,Scandinavia,31,Male,White,Swedish
R_2yraXQ7Z9JDLDxm,5c3d7b25c21f060001c40ba6,4,6,6,1,1,6,6,1,4,1,1,Scandinavia,30,Male,White,Swedish
R_1rHPfHaE9r5CErO,601000c380f7d923c17143ef,5,4,6,3,4,3,3,2,3,2,2,Scandinavia,25,Female,White,Swedish
R_dmU2A3hD8P2vIzf,5f96b51cbae3050008922c58,3,3,4,2,4,3,5,3,3,3,4,Scandinavia,26,Male,Other,Arabic
R_RXEnUcYYUtqBbuV,5b4efc90baf6710001f113bc,3,4,3,1,2,6,5,3,4,2,2,Scandinavia,22,Male,White,Swedish
R_A1LHChpOHlrXAB3,5ebe6adb60cbb20008e72e3d,1,3,5,4,4,3,2,5,4,3,2,Scandinavia,24,Male,White,English
R_1CjrqjQ2QeiEGbZ,6096719df0721b6ad77942a6,1,3,3,3,3,4,5,3,4,3,2,Scandinavia,25,Female,White,Swedish
R_9tqLXBN9AbsVsZP,60a433db305276b4855fcb41,2,2,1,1,2,6,6,3,3,2,2,Scandinavia,20,Male,White,Swedish
R_1dH1mYeRyY5UtPr,5ed911dc8e976d0ba07c3f17,2,4,2,3,4,3,2,1,2,3,3,Scandinavia,22,Female,White,Swedish
R_PFLvXjfYFezLxfz,5f53f35d364a0474790e88e7,1,6,1,1,1,6,3,3,3,2,1,Scandinavia,24,Male,White,Polish
R_ZsB1sB9DaxvSyEF,616b2068ec2a937a2b6a45ed,5,4,4,3,4,6,2,5,1,1,1,Scandinavia,20,Male,Other,Arabic
R_12PhrkWzI185UAS,603d01e8e8d8bdb682d9ec26,2,4,5,3,4,4,4,5,4,3,4,Scandinavia,32,Male,Black,English
R_2VdsSqBjSzmEbpF,5fff6f448a62110affaa4d17,3,3,3,3,5,4,3,3,3,4,4,Scandinavia,27,Male,White,Swedish
R_3G2u3vGyoIy2xid,5f5fc35dfcb0db07a1d4355f,2,2,4,2,2,5,5,5,3,1,1,Scandinavia,21,Male,White,Swedish
R_2rOrlFT4hmzfqvC,611e8f65d14fed0d245c6eb4,3,6,2,1,1,5,5,1,2,1,2,South Africa,,,,
R_UAZOIWiR2TfXegN,611c5d79bfc8b929093b0506,5,5,4,2,1,6,6,3,6,1,6,South Africa,,,,
R_2ux3kKYEzqtO4gI,611d1c9f1474271461e265a9,2,3,4,2,2,4,5,5,3,1,1,South Africa,26,Female,Black,English
R_A0QnvETm4SDjrRD,6150b1ab531874be26425a70,4,5,5,5,5,3,4,4,4,1,1,South Africa,35,Female,Black,English
R_3qxG2siwzpq1ZK8,60f41127e7575026e5e4de9a,2,2,6,1,2,6,4,4,3,1,2,South Africa,20,Female,Black,English
R_3n2FfchsuzhjJhn,611abe6af992f6d35f60c003,5,4,6,3,4,2,3,5,4,1,1,South Africa,20,Male,Black,English
R_33fCRbzisvzN8gc,610b27ac93b71d55da6f6233,3,5,4,4,3,4,5,3,4,3,4,South Africa,28,Male,Black,English
R_2doora16zrLpLRt,612f6349ea2aaf7985d7985f,4,5,5,2,2,4,4,4,2,2,2,South Africa,22,Female,Asian,English
R_1f3mOl5QlpjgOTj,60fb217e4833977bcef4b0db,1,1,2,5,4,6,5,4,4,4,4,South Africa,22,Female,Black,English
R_1QaNhKYbbuulvuq,5f27f9f7119cde0008a93be7,5,5,1,1,1,6,6,2,5,1,4,South Africa,29,Male,Black,English
R_3MgKZ1onnKzBFgz,613346771c2253fe004f228d,3,4,6,4,1,6,6,6,5,3,1,South Africa,27,Female,Black,English
R_39lmVaf9MFVbWZX,611666722763d407c769eb9b,3,5,5,3,5,4,5,3,3,3,2,South Africa,25,Male,Black,English
R_rkA6Ss659NOUIo1,6172565eadc997827ec98b06,1,5,3,1,1,6,5,6,6,4,1,South Africa,20,Male,Black,English
R_2Vr8ELUWAzejn8Z,615c154b4a557ecdd440adaa,3,5,5,5,5,5,4,5,5,5,4,South Africa,24,Female,Other,English
R_2yj8bBdn0gcOCCT,61253c280188c5503a64af66,2,5,5,2,3,5,5,4,2,2,2,South Africa,27,Female,Black,English
R_2AFJUkrI2ltruhI,61054b374fa90c7de60ba2b7,2,4,3,4,3,4,4,4,4,4,3,South Africa,21,Female,Black,English
R_0ihw94EcF1F2KxH,6140ce4dda5b2dbaa1140038,6,5,5,1,5,6,6,6,5,5,1,South Africa,20,Female,Black,English
R_3nN1voxD7VoUqAm,613a12c8d3a6a3fc3763f4c3,1,2,5,2,6,5,4,6,5,2,2,South Africa,22,Female,White,English
R_322snepS1xoa6hR,611d4007668a1b43e490bd0a,6,5,5,2,5,6,5,3,5,1,2,South Africa,28,Female,Black,English
R_T0EB5suakRjEdkB,5e92e1cb04450c116424012d,1,4,5,2,4,3,5,6,6,6,1,South Africa,21,Male,Black,English
R_32XiO7Lyhw6OHFq,60fa7438b47f4d4d4c4432db,5,6,6,1,2,6,6,6,5,1,1,South Africa,24,Female,Black,English
R_1OP2Tr2N2kUwj4c,60e44763a30dd2b512831799,3,4,4,5,6,3,4,3,5,2,3,South Africa,21,Female,Black,English
R_2CkBcswnIUvTwoU,610ce0a48fc7e68abc4070c1,2,4,3,3,3,4,5,4,5,4,2,South Africa,25,Female,Black,English
R_1dbDkxuofDTZfBO,60ed8d47a42dc5469f868b2a,5,5,4,1,5,4,5,3,3,2,2,South Africa,34,Female,Black,English
R_bqqtAozmFKhanIZ,6137dafbe514b520301ed443,3,6,6,1,2,4,5,5,4,2,1,South Africa,19,Female,Asian,English
R_2zSxCLYi6xqGAsm,617668ba30fe0e01aea3f928,3,6,6,1,1,6,4,6,4,1,1,South Africa,21,Male,Black,English
R_1MSMQ3sdps4lx2d,60603496c9a3d83273a11297,3,6,5,3,5,5,5,5,6,2,3,South Africa,28,Female,Black,English
R_3NXrg8LrH1tc2QN,60dba2d3c9b4855731ce583a,5,5,4,2,2,5,5,5,5,2,5,South Africa,32,Male,Other,Afrikaans
R_XSwAddMQibJZXax,6152fba7f508f497080bc278,1,6,6,3,5,4,3,6,5,1,5,South Africa,26,Female,Black,English
R_2b3gtS8CKFGTtsm,6155a6764b2556042551a827,1,5,5,4,1,5,4,1,1,1,1,South Africa,20,Female,Black,English
R_3JsYQYmdfn9Aa1q,6009606726f80266d809bf9a,2,5,3,3,3,4,4,5,4,4,5,South Africa,24,Male,Black,English
R_cXYkaX55gFyjmKt,616ea8a0ea5390864f11e06d,6,2,6,3,2,6,6,5,5,2,3,South Africa,21,Female,Black,English
R_31z8uR3oB4rL4mC,60d0913db036105dac42f0cc,6,5,4,2,2,5,5,5,4,4,2,South Africa,27,Male,White,Afrikaans
R_72jidGs4yCOB03f,611bc22b3ed5adb17c5852fa,2,4,4,2,2,5,6,4,4,2,4,South Africa,21,Female,Black,English
R_25Xu9CzHGjH74UZ,61688a0ab42065563b1214d6,5,6,5,6,1,6,4,4,5,1,1,South Africa,20,Female,Black,English
R_RPHiAO3hcXwjFuh,5f12ab57b896bd212d80738f,2,5,4,1,2,6,6,3,4,1,1,South Africa,31,Male,Black,English
R_1K9ZFdC33SjDn8x,614324d428b2dd34dce610a5,3,2,6,6,5,6,3,3,4,1,3,South Africa,21,Female,Black,English
R_1hRvu8KkkCZXdSq,5f61bbe3c18cc915aac68b32,5,4,6,3,5,3,4,4,4,2,2,South Africa,22,Female,Black,English
R_2zpUhPpIAsIQzuP,60d4869f07cdd6e3cc18fb5b,2,3,1,1,2,5,5,2,3,1,2,South Africa,31,Female,White,Afrikaans
R_wT5vZ3WoQuZ1TDH,616962d717541ecf23fbdf9c,2,5,5,2,2,5,4,2,2,3,2,South Africa,30,Female,Black,English
R_1o552qbDfjTyYkL,60fa9b17c5f485add54e64c8,5,5,3,1,3,3,3,2,2,2,2,South Africa,22,Female,Black,English
R_2Ck7Vw5GOfSprn1,616995e367326ae725ff9bc5,4,5,5,2,5,4,4,5,4,2,2,South Africa,34,Female,Black,English
R_2bI5yCsAd7cLec4,60f408c8685211bbaf183509,6,3,6,2,1,5,6,6,6,3,6,South Africa,21,Female,Black,English
R_2P7fG7UI7dt0rYG,615adff1a708c42439a715d9,3,6,1,1,1,6,6,4,5,1,1,South Africa,28,Female,Black,English
R_3Dvfv7xkNjaAOjH,61157d170c26d85a7eb04dfa,5,5,6,6,5,5,6,4,3,4,3,South Africa,33,Male,Black,English
R_3Pbfxh0VfpuJvJk,6160cbce61d0279a207ce980,1,2,6,2,4,6,2,2,4,2,5,South Africa,21,Female,Black,English
R_dfXAAb802f0kCkh,611d494bdf82f55dab35547c,1,4,5,1,4,6,6,5,6,2,6,South Africa,25,Female,Black,English
R_24w61uHPABbVXaw,611d349e57dcf2c34c0b0f52,5,6,6,1,4,3,4,2,2,1,1,South Africa,28,Male,Black,English
R_rovOaKY49SoPDLr,5fd6303361f8c14cb485a447,1,2,4,5,2,2,2,6,5,2,1,South Africa,27,Female,Black,English
R_2wAh7K0i4rNRjVu,60f1d99a67bc1538a6dadc94,3,5,5,4,5,3,3,3,4,2,1,South Africa,26,Female,Black,English
R_3iEePMxq6MIa3AV,611f4665b4d9519095682405,1,4,5,2,3,5,5,6,5,1,1,South Africa,22,Female,Black,English
R_271N1puC63CFqtl,6161a926743040aeeb783145,1,6,6,5,5,6,5,5,5,5,5,South Africa,23,Female,Black,English
R_RKtxdHQwjqlGvPH,60f2c02ee8fa7c36ef227544,3,4,3,1,1,5,6,3,3,2,2,South Africa,24,Male,Black,English
R_3rOPbnXIEUjCO3o,60ebda46268b3e82f52b4dfd,2,2,3,3,2,3,4,2,5,1,1,South Africa,27,Female,Black,English
R_3fDITgWnfKtjJF7,61348ef2946cbdbf17d81135,4,4,5,2,2,5,4,4,3,2,3,South Africa,24,Female,Black,English
R_32KjXHeMr3S5UtB,6166e6308c20d5b2777a0634,2,2,2,2,2,5,5,3,6,2,2,South Africa,34,Female,Black,English
R_2CEqOzbbQZP1KS0,60eae4b46c198651395d4706,6,5,5,1,3,5,4,4,4,2,1,South Africa,21,Female,Black,English
R_xrRzF7stsjg2u89,61019700e91edea68fa6e341,3,6,4,1,1,6,6,3,4,2,3,South Africa,29,Female,Asian,English
R_UzNDrOrx5D688i5,614dd477b69221b863e025af,4,6,4,1,1,5,5,5,4,1,2,South Africa,27,Female,Black,English
R_2pWex9hosw63BA6,614dbb81ea24d2da32ec141f,1,6,6,1,1,6,6,1,5,1,3,South Africa,39,Female,Black,English
R_2EAircc6RemaicB,61275ccfad65bfb85bba5789,2,5,6,1,2,6,6,3,3,1,1,South Africa,30,Female,Black,English
R_DtVfeUTgBqUBesF,60fd18cd4b7127534754a8d4,3,4,4,2,3,4,3,4,3,2,3,South Africa,21,Female,Black,English
R_3qs7fBJzoafG5Tr,60f1bbd624d5451a443130da,5,6,3,1,1,6,4,6,4,1,4,South Africa,26,Female,Asian,English
R_ebvTRDG3ATKkhm9,60eb21bd3807b3a1810ea180,1,5,6,6,4,5,5,4,4,4,1,South Africa,19,Female,Black,French
R_2Ui05Dn9NNHIHZw,615e80a2300de12db1a74cf4,6,6,1,4,5,5,1,1,1,1,1,South Africa,31,Female,Black,English
R_1lfqjFIFZlBcjn7,611ee605c4fb93d829b925ce,2,4,3,4,4,3,4,4,4,2,3,South Africa,28,Male,Black,English
R_RRJ1ZAC4UslXvJD,617043d82d04da516b29f797,3,6,6,3,4,2,3,5,4,3,3,South Africa,27,Female,Black,English
R_VPvVp3gnpf1bd2V,61715a02a3c88f5fb082a424,2,2,6,4,3,6,5,5,2,2,5,South Africa,32,Female,Black,English
R_2UYhmtaJ8fYml0a,6158ae910d69164411e21da5,1,5,6,2,1,6,6,5,6,1,1,South Africa,23,Female,Black,English
R_1KxoivjgVAabL0F,6138834a89e29de2abdc8e02,4,6,4,2,1,5,4,3,5,1,3,South Africa,22,Female,Black,English
R_2EHnCmpXEkaJkRQ,611dc53f0098557586e89b17,1,6,6,1,1,6,6,6,6,1,1,South Africa,23,Male,Black,English
R_1FOF7W4Kkp2f13i,61681f59f7bc57738bf25f26,5,5,4,1,2,5,6,3,3,2,2,South Africa,24,Male,Black,English
R_1IiutWC20yH1Xrn,60fe02e403ca7461c800b867,4,5,4,6,5,5,4,2,3,5,3,South Africa,24,Male,Black,English
R_2EpprU3iMigc5zM,6118df266b78994443b54644,3,5,4,2,2,5,5,5,3,2,3,South Africa,20,Female,Black,English
R_3PjzVEKJHyhNYvJ,60a4d771dee801a5f428e1b6,1,6,1,1,1,5,6,3,3,1,3,South Africa,21,Female,Black,English
R_pAGKlNM0T5dApCp,61505b249d64b1a011c4ca4d,2,4,4,2,1,6,5,4,4,1,4,South Africa,22,Male,Black,English
R_3hcE4XafFqw9WUk,60ebf4e13a9bb59b8eb1d822,1,4,4,4,4,5,5,6,4,1,4,South Africa,22,Female,Black,English
R_yO7YrgEgUdP67kJ,61645511546f08038b19f62c,4,3,3,3,3,3,3,3,3,3,3,South Africa,28,Male,Black,English
R_3n3p8Zt3Y7qqIcD,6131460946d0022f68082db6,1,6,6,1,1,6,6,3,6,1,6,South Africa,23,Female,Black,English
R_rdw2pF0ICZ8mylP,609193e5a0cea97bf00ac6e2,1,6,4,4,3,3,4,6,6,2,1,South Africa,22,Female,Black,English
R_2wHp2iWaZcTTodF,612f290e5bf3b566efda795a,2,6,6,1,1,6,6,5,4,3,1,South Africa,22,Female,Black,English
R_2X1ECRzXa0n3Lhu,6161a0483e75e2978afa9247,3,6,1,1,1,6,6,1,4,2,1,South Africa,26,Male,White,English
R_1d0sU0T2gXSstAt,60cb5a91bb361439df6ebb61,6,6,3,1,1,6,6,6,6,1,1,South Africa,38,Female,Black,English
R_2urJKBnQg4CPEHD,60e62d6dd5c543a69e1767d5,4,6,6,2,3,5,6,6,3,1,1,South Africa,27,Female,Black,English
